Motif_id	Feature_1	Feature_2	Feature_3	Feature_4	Feature_5	Feature_6	Feature_7	Feature_8	Feature_9	Feature_10	Feature_11	Feature_12	Feature_13	Feature_14	Feature_15	Feature_16	Feature_17	Feature_18	Feature_19	Feature_20	Feature_21	Feature_22	Feature_23	Feature_24	Feature_25	Feature_26	Feature_27	Feature_28	Feature_29	Feature_30	Feature_31	Feature_32	Feature_33	Feature_34	Feature_35	Feature_36	Feature_37	Feature_38	Feature_39	Feature_40	Feature_41	Feature_42	Feature_43	Feature_44	Feature_45	Feature_46	Feature_47	Feature_48	Feature_49	Feature_50	Feature_51	Feature_52	Feature_53	Feature_54	Feature_55	Feature_56	Feature_57	Feature_58	Feature_59	Feature_60	Feature_61	Feature_62	Feature_63	Feature_64	Family_label	Cluster_id
2QUX_L:4-6_19-20	0.116266	0.133925	0.038974	-0.041765	0.070974	0.086934	0.088076	-0.177605	-0.078145	0.010355	0.097222	0.005172	0.244309	-0.102104	-0.094336	-0.145298	-0.136814	-0.010733	0.145897	0.190024	0.198928	-0.25169	-0.115512	0.134174	-0.051667	0.229872	-0.066568	0.011693	-0.091139	-0.108654	0.011735	0.044397	-0.117365	-0.09923	0.071007	0.085639	-0.042001	-0.077675	-0.033145	-0.053601	0.058246	-0.080665	0.03276	0.082923	0.109128	-0.239442	-0.09315	-0.007787	0.095271	-0.10734	0.028731	-0.144079	-0.059708	-0.161365	-0.076571	0.06336	0.180365	0.002377	0.056284	-0.04833	0.048486	0.143464	0.031983	-0.11655	IL	921
1BVJ_A:4-6_17-18	0.151327	0.06984	-0.100204	-0.02159	-0.01455	0.006514	0.153555	-0.030973	0.030541	0.037446	0.082699	0.000801	0.03572	-0.240503	0.075382	-0.024239	-0.169759	-0.137706	0.188069	0.262355	0.134272	-0.020487	-0.149351	-0.028238	-0.003716	0.197747	-0.143024	-0.015192	-0.129495	-0.052681	0.009835	-0.121818	-0.013983	-0.082607	0.087157	0.015895	-0.115317	0.018762	-0.04429	-0.018759	-0.022768	-0.339663	-0.078455	0.186311	0.112201	-0.111671	-0.01901	0.025202	0.078241	-0.044067	-0.107588	-0.064984	-0.13809	-0.038005	0.059553	0.000856	0.101521	-0.062603	-0.039921	-0.125826	0.181558	-0.13243	-0.012907	-0.045991	IL	1732
3JD5_A:224-231_260-261	0.06	-0.078626	-0.062224	-0.012957	-0.213358	0.055863	0.096964	0.211681	0.008254	0.119432	0.074925	-0.164105	-0.180362	-0.079655	-0.118721	-0.09675	-0.164834	-0.33893	-0.187882	0.123681	0.235691	-0.001699	-0.227277	0.152537	0.105501	0.090535	0.052845	0.096114	-0.035496	-0.042793	0.257228	-0.035808	0.020354	-0.169127	-0.101467	-0.028328	0.153339	-0.088385	0.038659	0.199562	-0.183691	-0.103698	0.050433	-0.005456	0.207833	0.120611	-0.221502	0.039942	-0.057256	-0.110674	-0.03531	0.069541	-0.047104	-0.12044	0.162182	0.145037	-0.281924	-0.220224	-0.049934	-0.222984	-0.013158	0.050201	-0.041436	-0.028766	IL	195
7Z3N_2:1559-1563_1586-1590	0.210619	0.191787	0.014196	-0.142131	-0.061993	-0.004876	0.142288	0.173013	-0.053982	0.097094	0.113766	-0.117713	-0.110154	-0.019691	-0.219942	0.062658	-0.133855	-0.037866	0.021768	0.348137	0.230136	-0.064455	0.022614	0.030381	-0.01247	0.150269	-0.019655	0.107437	-0.058932	-0.026604	0.047747	-0.140733	0.092545	-0.332539	-0.000477	-0.086395	0.01751	0.164488	-0.06489	-0.019745	-0.035348	-0.15112	-0.028626	-0.083727	0.094095	-0.026687	0.013414	-0.11323	0.222585	-0.103992	-0.070737	-0.015621	-0.008865	-0.058066	0.146976	0.065142	-0.134669	-0.037928	-0.156554	0.072725	0.075097	-0.120723	0.097459	0.01682	IL	1800
6FXC_Ba:68-78_81-91	0.343624	0.006451	0.062114	-0.071709	0.031919	-0.001793	0.08336	0.058075	-0.062208	0.04264	0.254164	0.061448	-0.234551	0.114961	-0.322592	0.07141	0.106508	-0.028053	0.106317	0.328267	-0.027189	0.071118	-0.010747	0.071251	-0.147953	0.15678	-0.198025	0.12037	0.053298	-0.06992	0.113572	-0.310328	-0.011028	-0.335455	-0.172091	0.113963	-0.110935	0.182413	-0.149741	-0.009224	0.099909	0.127948	-0.119343	-0.09916	-0.04461	-0.04344	0.022055	-0.23328	0.215922	0.060196	-0.036499	-0.133682	-0.06043	0.019174	0.107678	0.0488	0.152399	0.040234	0.04259	0.09769	0.07279	-0.136033	0.175233	-0.140074	IL	1056
5XXB_1:3041-3043_3055-3057	0.056507	-0.036768	0.201148	0.025903	-0.083549	0.09636	0.139211	0.01269	-0.119274	-0.09262	0.302486	0.036514	0.149925	-0.062194	-0.085937	0.06654	-0.062693	-0.049657	0.347641	0.128341	-0.02888	-0.037239	0.111522	0.155954	0.272325	0.074016	-0.19013	-0.12684	-0.039776	0.019143	0.256159	-0.180072	0.091732	0.03844	0.030572	0.061807	-0.198064	0.007708	-0.02544	0.095003	0.062875	0.157939	0.042424	0.070539	0.184012	0.178428	0.025388	0.090519	0.246801	0.042645	-0.018124	0.120205	-0.01086	0.017572	0.248656	0.031372	-0.062086	0.02666	0.184746	0.085287	0.008666	-0.044973	0.080488	-0.105333	IL	1042
5M0H_A:4-6_36-37	-0.0664	0.161339	-0.129171	0.050227	0.209449	0.054206	-0.111263	0.00163	0.08219	-0.124251	0.029441	-0.013804	0.003956	-0.072615	-0.151084	-0.250198	-0.040725	-0.018081	-0.134762	0.032547	0.00735	0.004083	-0.085983	-0.064151	-0.222988	0.049175	0.05747	0.0371	-0.226007	0.128619	-0.062093	0.049666	0.115093	-0.166243	-0.207641	-0.20273	-0.02315	-0.207646	0.09468	0.035641	0.197588	-0.053969	0.016634	0.066783	0.094371	-0.074598	-0.033851	0.272521	-0.034438	0.239909	-0.24068	-0.023173	0.144938	0.026729	0.098764	0.095713	-0.032225	-0.021949	-0.036337	-0.258376	0.113424	-0.016419	0.253772	-0.109823	IL	1835
6IP5_1A:711-713_1560-1561	0.013853	0.026882	0.05779	-0.198847	0.032001	0.171372	0.099345	-0.234793	-0.055182	-0.195222	0.142149	-0.039852	0.303691	0.217369	0.191636	-0.155657	-0.093702	0.178978	0.171741	0.159598	0.090371	-0.231974	0.097631	0.194539	0.105956	0.022952	-0.095918	-0.040237	0.175511	0.000194	0.172561	-0.034938	-0.263439	-0.17231	0.187509	-0.069131	0.136828	-0.069385	-0.186882	0.02969	0.060483	0.140639	-0.072276	-0.06111	0.224171	-0.037381	-0.132798	-0.053927	0.292655	0.069958	-0.055156	0.060586	-0.006052	0.071595	0.224844	0.322344	0.008094	-0.08896	0.256046	0.162983	-0.080009	0.024813	0.067832	0.015443	IL	327
5ZET_A:2927-2931_2958-2962	0.017397	0.013896	-0.145399	0.107496	0.004289	-0.14408	0.153571	0.105677	0.143393	-0.042528	0.267287	0.051684	0.055137	0.062584	0.186377	-0.006958	-0.098456	0.031168	-0.07615	0.348645	0.076354	0.091403	0.034538	-0.026799	0.063254	0.041739	-0.103368	-0.123433	-0.117488	0.18783	0.143756	-0.132519	0.004218	-0.112268	-0.002565	-0.159453	-0.01242	0.044622	-0.010369	0.032189	-0.032501	0.020315	-0.03916	0.104323	0.306064	0.192892	0.062381	0.080003	0.29435	0.02943	-0.186479	0.133303	0.050363	0.103657	0.218041	0.060213	0.030252	-0.008471	0.013485	-0.165441	0.008558	-0.298746	0.184828	-0.168091	IL	1314
4V7Z_CA:593-594_636-639	0.073722	-0.282208	-0.0157	0.434377	-0.13752	0.003907	0.094292	0.184034	-0.116818	0.048039	0.746681	0.091209	-0.17064	-0.183057	0.177723	-0.07257	0.224952	0.182818	0.145771	0.092742	0.544072	0.149971	-0.063653	-0.351863	0.07345	0.004689	-0.213888	0.038592	-0.255916	-0.013027	-0.062206	-0.043752	0.02086	-0.010205	0.074999	-0.10543	-0.180585	0.172483	0.006266	-0.257743	-0.265823	-0.095324	-0.041645	-0.207289	-0.1663	0.236213	0.16691	-0.113063	0.259939	-0.106747	-0.036913	-0.019786	0.048312	0.080159	0.633921	-0.113915	0.367011	0.02535	-0.255986	-0.121201	-0.078589	-0.498047	0.122601	-0.6204	IL	75
6ZVJ_2:918-922_938-942	0.337006	0.062002	0.022005	-0.026041	-0.131661	-0.035145	0.179394	0.000652	0.022508	0.001164	-0.008385	-0.117714	-0.135055	-0.073005	-0.291443	0.046003	0.047054	-0.10095	-0.115189	0.176483	0.134272	-0.011815	-0.09933	-0.051713	-0.015118	0.040313	0.047177	0.033964	-0.017156	-0.070535	0.125189	-0.080408	-0.134345	0.027505	0.060397	0.045841	-0.010785	0.101341	0.001703	-0.068341	0.052502	-0.176942	0.023087	0.030548	0.099032	0.118764	-0.201713	-0.024742	0.084592	-0.099754	-0.029956	-0.010597	-0.016403	-0.12681	0.136341	0.142212	-0.023291	0.02072	0.060005	0.112844	0.108668	-0.13823	0.082692	0.042765	IL	514
5ZEP_A:1900-1903_2233-2234	-0.014675	-0.004065	0.276904	-0.121915	-0.23497	-0.056549	0.114376	0.241236	-0.285933	-0.160117	0.700453	0.035368	0.241001	-0.04115	0.263802	0.133768	-0.100261	0.048261	0.289413	0.047762	0.017526	-0.225968	0.117496	-0.011426	0.267022	-0.230604	0.005527	-0.260166	-0.248617	0.218425	0.305112	-0.113828	-0.271942	0.148476	0.369674	-0.229132	0.266332	-0.08853	-0.073842	-0.065607	0.137423	0.530738	0.161092	0.082304	-0.0558	0.416623	0.104239	-0.041167	0.707694	-0.01618	-0.062412	0.388695	-0.019882	0.086783	0.538932	0.314192	-0.342077	0.014444	0.478421	0.133178	0.027956	-0.091689	0.067595	-0.342885	IL	724
3JBP_A:328-330_345-347	0.245537	0.030672	-0.151233	-0.116498	-0.000769	-0.168304	0.107826	0.222604	0.156234	-0.18589	0.093099	-0.091674	-0.120368	-0.113665	0.045129	0.089486	-0.014237	-0.038725	-0.105707	0.36435	0.286316	-0.013051	0.178357	-0.136786	0.052348	0.012353	-0.139015	0.076671	0.017496	-0.061026	-0.01115	-0.046316	0.049533	0.007461	0.043822	-0.024825	0.140188	0.145011	0.328998	-0.106277	0.061811	-0.220623	0.061257	0.02474	0.015615	0.082363	-0.158372	-0.152475	0.168673	0.118343	0.132566	-0.1009	0.066216	0.024598	-0.017727	-0.017587	0.011508	0.126978	-0.033113	0.086953	0.100142	-0.019585	0.055262	-0.047937	IL	1752
6QYZ_E:53-54_61-63	0.030953	-0.048342	0.06794	-0.099507	-0.078661	0.203081	0.130936	0.129732	-0.064209	0.098292	0.04328	-0.139233	-0.110979	-0.023988	-0.220786	-0.007548	-0.036778	-0.129242	0.006609	0.191295	0.217774	-0.068433	-0.15222	0.041504	-0.018754	0.151863	0.000659	0.14717	-0.002518	0.243136	0.233749	-0.115713	-0.057762	-0.215509	0.035048	0.098809	-0.043366	0.136241	-0.22357	0.070385	-0.052602	-0.257078	-0.037722	-0.179451	0.143558	0.138735	0.032463	-0.041398	0.051166	0.035633	-0.138231	0.024416	-0.238811	-0.100838	0.211367	0.244475	-0.032267	-0.167819	-0.081908	0.004633	-0.180415	-0.13556	0.02314	0.208871	IL	441
3SUY_X:7-9_87-88	0.089599	-0.255996	0.059487	0.15244	-0.065687	0.139085	-0.12364	-0.227985	-0.025381	-0.032581	0.040243	-0.042249	-0.039178	0.235481	-0.099934	0.105871	0.069465	-0.072581	0.018393	0.070682	-0.176053	0.129925	-0.007969	0.05226	0.036709	-0.011	-0.16037	0.023657	-0.150035	-0.073794	0.095251	-0.064777	-0.022245	0.150235	0.212566	0.195738	-0.273772	0.05716	-0.128385	0.093843	0.148792	0.043649	-0.097371	-0.074091	0.189117	0.157768	0.133456	0.093711	0.036061	0.024181	0.202727	0.025859	0.129379	-0.030854	0.207953	-0.147561	0.102068	-0.051831	-0.026475	0.15934	-0.019467	0.134725	0.001226	-0.091157	IL	498
5LKS_L5:2082-2085_2092-2094	0.171695	0.06514	0.056708	0.023564	-0.002417	0.033485	0.228672	-0.072716	-0.030135	0.074703	0.149253	0.042185	-0.12426	-0.016769	-0.131896	0.139028	0.167184	-0.049963	0.169828	0.278513	0.031327	0.142147	0.078136	-0.010317	0.01492	0.042624	-0.129353	-0.037693	0.123591	-0.090954	0.310279	-0.221526	0.139762	-0.056561	0.048758	0.110486	-0.183013	0.097271	-0.12294	0.018099	0.012135	-0.279259	-0.099252	0.110898	0.25854	0.093037	0.118161	-0.0261	0.031638	0.104632	-0.081006	-0.171038	0.008489	0.115234	0.231777	-0.068063	0.130191	-0.179601	0.126026	0.019231	0.223783	-0.301673	0.026191	-0.089891	IL	774
6ZME_L5:4892-4897_4922-4926	0.257785	0.060763	-0.060188	-0.162031	0.04184	0.064044	0.175419	0.174653	-0.47964	-0.135235	0.396591	0.050482	0.143778	0.003335	-0.21493	-0.024588	0.117534	-0.316269	0.181931	0.322323	-0.190134	-0.067829	-0.032221	0.23188	0.081962	-0.040606	-0.009436	0.003186	0.012235	-0.145103	0.341696	-0.267869	0.111992	-0.330116	0.009989	-0.237551	0.046065	0.002554	-0.292719	0.107652	0.145679	0.18509	0.030407	-0.017102	-0.004996	0.125468	-0.015459	-0.182252	0.168693	0.017294	-0.167442	-0.168965	0.102074	0.085715	0.361249	0.075988	-0.04807	0.035921	0.419906	0.105796	0.148079	-0.06527	0.157578	-0.205049	IL	2201
3J2D_N:61-64_101-102	0.067122	0.065411	-0.082335	-0.046248	-0.004409	-0.051505	0.164292	0.031784	-0.005931	0.040763	0.113134	-0.099519	0.160947	-0.052263	-0.017123	0.091152	-0.009085	-0.204812	-0.043415	0.242151	0.138372	0.027781	0.066851	0.198783	0.018617	-0.024622	-0.090383	-0.169482	0.137925	-0.060789	0.073459	-0.175597	-0.013901	-0.029056	0.16623	0.088046	-0.055239	-0.029531	0.007911	0.012707	-0.154664	0.009935	-0.008272	0.056155	0.150042	-0.067323	-0.046696	-0.111174	0.077344	-0.003329	0.049434	0.008606	-0.177554	0.008062	-0.007167	0.007287	0.059778	-0.004663	-0.058525	0.04886	-0.022069	-0.032997	-0.067509	0.010765	IL	1672
8A3L_A:1156-1158_1174-1179	-0.108609	-0.159105	-0.250407	-0.024687	-0.001701	-0.069956	0.087723	-0.002817	0.009355	0.011665	0.170758	0.052588	0.017305	-0.227774	0.196032	-0.145791	-0.099464	-0.294401	0.021499	0.156513	0.077198	0.105954	-0.177597	0.020973	0.192584	0.049729	-0.192558	-0.13954	0.166785	0.006526	0.174648	-0.262526	0.073355	-0.002212	-0.21367	0.077989	-0.189371	0.128759	-0.059804	-0.077706	-0.031211	-0.039628	-0.21044	0.040372	0.095211	0.230351	0.079513	-0.040596	-0.135138	0.007229	-0.124124	-0.114578	-0.052922	0.018355	0.111424	-0.108435	0.084039	-0.25516	-0.000969	-0.235242	-0.050006	-0.329035	-0.023116	-0.065976	IL	731
6Y57_L5:722-723_958-960	-0.210548	-0.110841	-0.171221	-0.188628	0.110066	0.007922	0.026234	-0.043998	-0.081089	-0.170125	-0.012734	-0.021409	-0.060345	-0.093525	-0.079069	0.03225	-0.041392	-0.241561	0.430677	0.014156	0.056471	0.120499	0.093091	-0.080259	0.152877	0.154014	-0.23106	-0.171546	-0.070609	-0.083828	0.41822	-0.132906	0.237767	0.164388	-0.034268	0.244655	-0.338152	0.114283	0.010085	-0.097828	-0.026466	0.089311	-0.200796	0.056682	-0.067421	0.139134	-0.088001	0.16398	0.103989	0.315414	-0.040479	0.067391	0.003175	0.060869	0.241783	0.202614	0.196555	-0.069913	-0.006771	-0.369795	0.040191	-0.151801	0.125863	0.025738	IL	562
6SPE_a:1295-1299_1322-1326	0.265325	-0.105463	-0.037318	0.267869	-0.186667	0.101048	0.073611	0.060026	0.011719	0.176439	0.376606	-0.048849	-0.07187	0.078027	-0.09049	-0.00806	0.078287	-0.043855	-0.215626	0.187782	0.144832	0.077777	0.156324	-0.039529	-0.021168	-0.095142	-0.243117	-0.0037	-0.087344	-0.127831	-0.078012	-0.073152	-0.134484	0.057022	0.119087	0.070882	-0.146124	0.006075	0.028731	-0.215692	0.077096	-0.120279	-0.060032	-0.05295	0.088702	0.152969	0.030545	-0.209062	0.089937	-0.007146	0.125492	-0.118411	-0.022066	0.072139	0.226481	-0.220915	0.07651	-0.06094	-0.058757	0.114376	0.064369	-0.224137	0.026553	-0.283252	IL	1291
3J2D_N:1438-1440_1458-1459	-0.321499	-0.249426	-0.191252	0.22847	-0.272683	-0.046381	-0.081681	0.090105	-0.220939	0.180094	0.456841	-0.130622	0.072256	-0.115695	0.139427	-0.085385	-0.024401	-0.219773	-0.060526	0.170885	0.417888	0.30573	-0.026816	-0.094443	0.183713	-0.022742	-0.142275	-0.146239	0.039262	-0.130025	0.176273	-0.19752	0.138774	-0.050239	-0.074984	-0.208514	0.028426	0.058155	0.181495	-0.20518	-0.374766	0.089357	-0.17981	0.049835	0.144039	0.248417	0.001757	-0.151944	0.09583	-0.0311	0.056708	0.002658	0.084918	0.030812	0.442783	-0.076122	-0.020406	-0.169605	-0.219616	-0.364747	0.094907	-0.120426	-0.033868	-0.530449	IL	2385
4V77_AA:1127-1130_1140-1141	-0.070079	0.112654	0.282603	-0.106154	0.028681	0.071304	0.213176	0.157845	-0.25826	-0.023245	0.40433	-0.059167	0.237404	-0.068532	0.021101	0.177222	-0.052273	-0.022288	0.179018	0.149051	0.097028	-0.111606	0.201545	0.129346	0.130426	-0.026799	-0.054667	-0.139126	-0.038959	0.175383	0.313601	-0.20927	-0.007479	0.099718	0.237476	-0.038365	0.098694	-0.077072	-0.006577	0.115833	0.106576	0.128269	0.073985	0.123833	0.128891	0.264418	0.171186	0.042067	0.343491	0.005377	0.012309	0.164463	-0.080363	0.113351	0.289414	0.132081	-0.203778	-0.065023	0.367896	0.09295	0.086269	0.038503	0.076596	-0.212609	IL	1167
6OM0_t:380-383_394-407	0.059649	0.016438	-0.184427	-0.159731	0.045253	-0.015183	0.109199	0.094776	0.035268	-0.001088	0.133494	-0.06633	-0.08515	-0.137058	0.078779	-0.012942	-0.097038	-0.080268	0.020784	0.082746	0.170895	0.091345	-0.016257	-0.004869	0.070963	0.047888	-0.042499	-0.071298	0.041616	0.086672	0.208873	-0.052512	-0.045711	-0.15749	-0.029883	0.109164	-0.063315	0.064751	-0.032629	-0.015948	-0.254538	0.124027	-0.080526	0.110636	0.036018	0.076896	-0.160309	0.031932	0.297702	0.140785	-0.213491	0.052949	-0.043938	0.081573	0.201835	0.189204	0.157937	-0.118801	-0.133004	-0.266654	-0.061397	-0.205156	0.023509	-0.056444	IL	1479
4V4B_AA:937-939_1389-1393	0.155539	0.012864	-0.168201	-0.082833	-0.142561	0.021513	0.137227	0.237265	0.082424	0.007686	0.026355	-0.006045	-0.165075	0.153939	-0.091109	-0.072602	-0.135472	-0.13741	-0.05363	0.152042	0.086394	-0.023778	0.128697	0.129842	0.087257	-0.153094	-0.12998	0.007597	-0.045569	-0.101329	0.062508	-0.080689	0.041503	-0.282488	-0.134979	-0.151312	0.028304	-0.000922	0.098712	0.089783	-0.108032	0.011729	-0.019442	-0.039281	0.093373	0.039086	-0.164632	-0.125241	0.180676	0.054865	-0.138815	0.065771	0.017142	0.172518	0.070099	0.075823	-0.147198	-0.147664	-0.117147	-0.031967	-0.019329	-0.135723	0.064568	0.063129	IL	1827
